race_distance,race_purse,field_size,track_surface,track_condition,weather_condition,temperature,humidity,wind_speed,total_pool,horse_age,horse_earnings,horse_win_rate,horse_place_rate,horse_show_rate,jockey,trainer,recent_races_count,recent_wins,recent_places,recent_avg_position,recent_avg_earnings,days_since_last_race,dirt_win_rate,turf_win_rate,horse_id,race_id,position,finish_time,earnings,won,placed,jockey_encoded,trainer_encoded,track_surface_encoded,track_condition_encoded,weather_condition_encoded
1800,90000.0,18,Turf,Fast,Cold,20,44,22,199200,4,242076.48,0.043478260869565216,0.4782608695652174,0.4782608695652174,A. Beschizza,H. Bond,5,1,4,4.0,5686.59,-44,0.0,0.0,123,1017,11,110.62,0.0,0,0,0,16,3,0,1
1800,90000.0,18,Turf,Fast,Cold,20,44,22,199200,2,417565.25000000006,0.24324324324324326,0.5675675675675675,0.5675675675675675,L. Saez,T. Amoss,5,1,2,7.0,8891.288,-43,0.0,0.0,181,1017,18,109.87,0.0,0,0,24,34,3,0,1
1800,90000.0,18,Turf,Fast,Cold,20,44,22,199200,8,414101.47,0.06896551724137931,0.4482758620689655,0.4482758620689655,M. Franco,P. Miller,5,1,4,3.6,7474.0779999999995,-42,0.0,0.0,94,1017,12,111.29,0.0,0,0,25,29,3,0,1
1800,90000.0,18,Turf,Fast,Cold,20,44,22,199200,4,522021.69000000006,0.27586206896551724,0.7931034482758621,0.7931034482758621,M. Mena,L. Rice,5,1,4,4.8,9953.462,-45,0.0,0.0,30,1017,9,109.55,0.0,0,0,27,25,3,0,1
1800,90000.0,18,Turf,Fast,Cold,20,44,22,199200,8,380520.11999999994,0.22727272727272727,0.5454545454545454,0.5454545454545454,J. Lezcano,K. McPeek,5,2,4,3.0,10985.374,-42,0.0,0.6666666666666666,120,1017,7,106.84,0.0,0,0,15,24,3,0,1
1600,85000.0,15,All Weather,Heavy,Clear,20,75,24,97604,2,378509.31,0.13333333333333333,0.36666666666666664,0.36666666666666664,I. Ortiz Jr.,J. Sharp,5,1,2,4.6,18744.024,-196,0.0,1.0,20,1018,8,100.81,0.0,0,0,11,20,0,3,0
1600,85000.0,15,All Weather,Heavy,Clear,20,75,24,97604,3,466341.23999999993,0.2,0.5714285714285714,0.5714285714285714,G. Stevens,A. Delacour,5,2,4,2.4,23287.764,-203,0.5,0.0,150,1018,12,103.64,0.0,0,0,9,0,0,3,0
1600,85000.0,15,All Weather,Heavy,Clear,20,75,24,97604,7,640668.46,0.25,0.4642857142857143,0.4642857142857143,C. Nakatani,D. Romans,5,0,2,4.2,7915.304000000001,-208,0.0,0.0,153,1018,6,100.99,1700.0,0,0,3,10,0,3,0
1600,85000.0,15,All Weather,Heavy,Clear,20,75,24,97604,3,469508.89999999997,0.16,0.68,0.68,M. Franco,C. Brown,5,2,3,4.0,17790.35,-190,1.0,0.0,89,1018,4,99.41,4250.0,0,0,25,5,0,3,0
1600,85000.0,15,All Weather,Heavy,Clear,20,75,24,97604,6,369704.04000000004,0.375,0.625,0.625,J. Velazquez,M. Casse,5,1,1,7.4,4644.683999999999,-198,0.5,0.0,84,1018,9,102.81,0.0,0,0,18,26,0,3,0
1600,85000.0,15,All Weather,Heavy,Clear,20,75,24,97604,2,346974.29000000004,0.09090909090909091,0.45454545454545453,0.45454545454545453,J. Velazquez,G. Motion,5,0,2,7.0,4949.494,-201,0.0,0.0,144,1018,14,103.13,0.0,0,0,18,15,0,3,0
1600,85000.0,15,All Weather,Heavy,Clear,20,75,24,97604,2,495212.7100000001,0.1891891891891892,0.5135135135135135,0.5135135135135135,G. Stevens,S. Asmussen,5,2,3,5.8,12199.423999999997,-196,0.0,1.0,51,1018,11,103.53,0.0,0,0,9,33,0,3,0
1600,85000.0,15,All Weather,Heavy,Clear,20,75,24,97604,6,394868.1,0.0,0.4090909090909091,0.4090909090909091,C. Lopez,M. Casse,5,0,1,7.8,5669.163999999999,-208,0.0,0.0,55,1018,13,100.35,0.0,0,0,2,26,0,3,0
1600,85000.0,15,All Weather,Heavy,Clear,20,75,24,97604,6,421298.24000000005,0.17857142857142858,0.5357142857142857,0.5357142857142857,H. Diaz Jr.,I. Wilkes,5,2,3,5.0,44491.736,-208,0.0,0.0,54,1018,1,99.0,51000.0,1,1,10,18,0,3,0
1600,85000.0,15,All Weather,Heavy,Clear,20,75,24,97604,2,318318.9,0.047619047619047616,0.47619047619047616,0.47619047619047616,C. Nakatani,J. Sharp,5,0,3,3.8,11410.083999999999,-201,0.0,0.0,83,1018,2,99.3,17000.0,0,1,3,20,0,3,0
1600,85000.0,15,All Weather,Heavy,Clear,20,75,24,97604,3,636430.96,0.25,0.65625,0.65625,L. Davis,J. Sadler,5,1,3,4.8,5416.573999999999,-209,0.5,0.0,69,1018,3,99.47,8500.0,0,1,21,19,0,3,0
1600,85000.0,15,All Weather,Heavy,Clear,20,75,24,97604,7,691595.7000000001,0.25,0.575,0.575,J. Bravo,R. Mandella,5,0,2,5.0,4488.798,-202,0.0,0.0,159,1018,15,103.8,0.0,0,0,13,31,0,3,0
1600,85000.0,15,All Weather,Heavy,Clear,20,75,24,97604,3,383799.97000000003,0.16129032258064516,0.5806451612903226,0.5806451612903226,H. Diaz Jr.,H. Bond,5,0,3,3.8,3628.22,-205,0.0,0.0,44,1018,5,99.77,2550.0,0,0,10,16,0,3,0
1600,85000.0,15,All Weather,Heavy,Clear,20,75,24,97604,6,174858.91,0.11538461538461539,0.4230769230769231,0.4230769230769231,J. Lezcano,R. Rodriguez,5,1,2,6.0,5594.159999999999,-197,0.0,0.0,179,1018,10,100.4,0.0,0,0,15,32,0,3,0
1600,85000.0,15,All Weather,Heavy,Clear,20,75,24,97604,3,308222.86,0.21739130434782608,0.6956521739130435,0.6956521739130435,T. Gaffalione,G. Motion,5,0,4,3.4,4513.34,-199,0.0,0.0,191,1018,7,101.94,0.0,0,0,36,15,0,3,0
1800,80000.0,14,Synthetic,Firm,Partly Cloudy,20,77,21,66617,7,704929.3200000001,0.2962962962962963,0.5925925925925926,0.5925925925925926,R. Santana Jr.,R. Rodriguez,5,2,3,5.8,19228.956,10,0.3333333333333333,0.0,197,1019,10,109.49,0.0,0,0,32,32,2,1,7
1800,80000.0,14,Synthetic,Firm,Partly Cloudy,20,77,21,66617,7,325854.05,0.15151515151515152,0.6060606060606061,0.6060606060606061,J. Alvarado,K. Dooley,5,1,1,7.2,4431.521999999999,5,0.0,1.0,91,1019,7,108.37,0.0,0,0,12,23,2,1,7
1800,80000.0,14,Synthetic,Firm,Partly Cloudy,20,77,21,66617,4,260102.15,0.06451612903225806,0.41935483870967744,0.41935483870967744,L. Davis,D. Gargan,5,0,1,7.2,2987.812,9,0.0,0.0,74,1019,3,107.37,8000.0,0,1,21,8,2,1,7
1800,80000.0,14,Synthetic,Firm,Partly Cloudy,20,77,21,66617,8,242031.62999999998,0.20689655172413793,0.7586206896551724,0.7586206896551724,J. Lezcano,J. Sharp,5,0,3,3.8,7318.704,6,0.0,0.0,97,1019,14,112.56,0.0,0,0,15,20,2,1,7
1800,80000.0,14,Synthetic,Firm,Partly Cloudy,20,77,21,66617,3,469508.89999999997,0.16,0.68,0.68,M. Franco,C. Brown,5,2,3,4.0,17790.35,22,1.0,0.0,89,1019,11,111.37,0.0,0,0,25,5,2,1,7
1800,80000.0,14,Synthetic,Firm,Partly Cloudy,20,77,21,66617,4,174394.62999999998,0.14814814814814814,0.4444444444444444,0.4444444444444444,F. Geroux,D. Gargan,5,0,1,8.0,1039.682,11,0.0,0.0,77,1019,6,109.48,1600.0,0,0,8,8,2,1,7
1800,80000.0,14,Synthetic,Firm,Partly Cloudy,20,77,21,66617,8,214206.28000000003,0.2631578947368421,0.5789473684210527,0.5789473684210527,E. Cancel,M. Casse,5,0,3,5.8,2189.396,10,0.0,0.0,72,1019,8,108.97,0.0,0,0,6,26,2,1,7
1800,80000.0,14,Synthetic,Firm,Partly Cloudy,20,77,21,66617,3,401045.32,0.2608695652173913,0.6521739130434783,0.6521739130434783,L. Davis,D. Gargan,5,1,4,3.2,9145.261999999999,13,0.0,0.25,18,1019,1,107.12,48000.0,1,1,21,8,2,1,7
1800,80000.0,14,Synthetic,Firm,Partly Cloudy,20,77,21,66617,8,349574.8899999999,0.2,0.6,0.6,M. Mena,C. Clement,5,0,4,3.8,11286.673999999999,6,0.0,0.0,68,1019,9,108.9,0.0,0,0,27,6,2,1,7
1800,80000.0,14,Synthetic,Firm,Partly Cloudy,20,77,21,66617,7,256980.05999999997,0.125,0.7083333333333334,0.7083333333333334,A. Gryder,J. Sharp,5,1,5,2.2,17324.345999999998,16,0.0,0.0,184,1019,2,107.55,16000.0,0,1,1,20,2,1,7
1800,80000.0,14,Synthetic,Firm,Partly Cloudy,20,77,21,66617,4,485267.80000000005,0.42857142857142855,0.8571428571428571,0.8571428571428571,J. Bravo,P. Miller,5,2,5,2.0,14476.34,3,0.3333333333333333,0.0,13,1019,12,112.59,0.0,0,0,13,29,2,1,7
1800,80000.0,14,Synthetic,Firm,Partly Cloudy,20,77,21,66617,2,354550.2000000001,0.23529411764705882,0.47058823529411764,0.47058823529411764,C. Nakatani,W. Mott,5,0,1,5.0,4768.046,12,0.0,0.0,156,1019,13,111.49,0.0,0,0,3,36,2,1,7
1800,80000.0,14,Synthetic,Firm,Partly Cloudy,20,77,21,66617,7,691595.7000000001,0.25,0.575,0.575,J. Bravo,R. Mandella,5,0,2,5.0,4488.798,10,0.0,0.0,159,1019,4,108.03,4000.0,0,0,13,31,2,1,7
1800,80000.0,14,Synthetic,Firm,Partly Cloudy,20,77,21,66617,6,795045.3200000001,0.2857142857142857,0.5428571428571428,0.5428571428571428,J. Rosario,R. Atras,5,0,1,8.8,1885.502,13,0.0,0.0,160,1019,5,108.16,2400.0,0,0,16,30,2,1,7
1400,60000.0,12,All Weather,Fast,Light Rain,20,54,17,433322,4,279662.27,0.06060606060606061,0.696969696969697,0.696969696969697,J. Alvarado,A. Delacour,5,0,3,4.2,3343.422,-213,0.0,0.0,109,1020,7,85.7,0.0,0,0,12,0,0,0,5
1400,60000.0,12,All Weather,Fast,Light Rain,20,54,17,433322,3,401045.32,0.2608695652173913,0.6521739130434783,0.6521739130434783,L. Davis,D. Gargan,5,1,4,3.2,9145.261999999999,-209,0.0,0.25,18,1020,5,84.52,1800.0,0,0,21,8,0,0,5
1400,60000.0,12,All Weather,Fast,Light Rain,20,54,17,433322,6,648777.6399999999,0.17857142857142858,0.6428571428571429,0.6428571428571429,J. Castellano,M. Stidham,5,0,3,5.4,11894.92,-214,0.0,0.0,41,1020,6,85.71,1200.0,0,0,14,28,0,0,5
1400,60000.0,12,All Weather,Fast,Light Rain,20,54,17,433322,4,376619.12999999995,0.23076923076923078,0.6923076923076923,0.6923076923076923,R. Santana Jr.,K. Dooley,5,2,5,2.0,17293.608,-208,0.3333333333333333,0.0,79,1020,4,84.52,3000.0,0,0,32,23,0,0,5
1400,60000.0,12,All Weather,Fast,Light Rain,20,54,17,433322,5,369858.4000000001,0.17857142857142858,0.5357142857142857,0.5357142857142857,P. Martinez,H. Clark,5,0,3,5.6,4877.55,-213,0.0,0.0,8,1020,8,86.68,0.0,0,0,29,17,0,0,5
1400,60000.0,12,All Weather,Fast,Light Rain,20,54,17,433322,2,440571.23,0.08571428571428572,0.6857142857142857,0.6857142857142857,T. Gaffalione,A. Delacour,5,0,3,6.0,3554.182,-206,0.0,0.0,188,1020,10,86.57,0.0,0,0,36,0,0,0,5
1400,60000.0,12,All Weather,Fast,Light Rain,20,54,17,433322,8,276728.37,0.047619047619047616,0.47619047619047616,0.47619047619047616,E. Cancel,B. Cox,5,0,1,9.6,1533.1119999999999,-219,0.0,0.0,64,1020,9,85.95,0.0,0,0,6,4,0,0,5
1400,60000.0,12,All Weather,Fast,Light Rain,20,54,17,433322,7,435211.87000000005,0.14893617021276595,0.48936170212765956,0.48936170212765956,T. Gaffalione,J. Shirreffs,5,0,0,7.0,592.034,-206,0.0,0.0,92,1020,3,84.36,6000.0,0,1,36,21,0,0,5
1400,60000.0,12,All Weather,Fast,Light Rain,20,54,17,433322,8,403315.63000000006,0.1,0.6,0.6,A. Gryder,D. Gargan,5,0,3,5.6,6705.32,-215,0.0,0.0,163,1020,11,86.96,0.0,0,0,1,8,0,0,5
1400,60000.0,12,All Weather,Fast,Light Rain,20,54,17,433322,4,179286.87,0.11764705882352941,0.5882352941176471,0.5882352941176471,D. Van Dyke,I. Wilkes,5,0,3,4.6,3011.384,-211,0.0,0.0,185,1020,1,83.67,36000.0,1,1,5,18,0,0,5
1400,60000.0,12,All Weather,Fast,Light Rain,20,54,17,433322,2,318318.9,0.047619047619047616,0.47619047619047616,0.47619047619047616,C. Nakatani,J. Sharp,5,0,3,3.8,11410.083999999999,-211,0.0,0.0,83,1020,2,84.04,12000.0,0,1,3,20,0,0,5
1400,60000.0,12,All Weather,Fast,Light Rain,20,54,17,433322,8,414101.47,0.06896551724137931,0.4482758620689655,0.4482758620689655,M. Franco,P. Miller,5,1,4,3.6,7474.0779999999995,-212,0.0,0.0,94,1020,12,87.11,0.0,0,0,25,29,0,0,5
1200,40000.0,16,All Weather,Yielding,Cold,20,87,25,87214,5,233074.07,0.14285714285714285,0.42857142857142855,0.42857142857142855,L. Reyes,B. Baffert,5,0,1,8.6,835.906,-123,0.0,0.0,99,1021,15,72.43,0.0,0,0,23,3,0,5,1
1200,40000.0,16,All Weather,Yielding,Cold,20,87,25,87214,4,216531.51000000004,0.0,0.4838709677419355,0.4838709677419355,G. Stevens,B. Baffert,5,0,2,6.6,6551.3099999999995,-124,0.0,0.0,82,1021,3,71.0,4000.0,0,1,9,3,0,5,1
1200,40000.0,16,All Weather,Yielding,Cold,20,87,25,87214,6,320224.92000000004,0.17857142857142858,0.7142857142857143,0.7142857142857143,J. Velazquez,R. Rodriguez,5,1,5,2.6,18438.773999999998,-131,0.0,0.0,125,1021,1,70.37,24000.0,1,1,18,32,0,5,1
1200,40000.0,16,All Weather,Yielding,Cold,20,87,25,87214,5,364874.5900000001,0.23333333333333334,0.6,0.6,C. Lopez,K. McPeek,5,1,4,3.4,9942.050000000001,-134,0.0,0.25,45,1021,5,71.44,1200.0,0,0,2,24,0,5,1
1200,40000.0,16,All Weather,Yielding,Cold,20,87,25,87214,8,129872.98999999999,0.0,0.45,0.45,D. Van Dyke,T. Amoss,5,0,2,6.4,2621.8379999999997,-131,0.0,0.0,164,1021,16,77.75,0.0,0,0,5,34,0,5,1
1200,40000.0,16,All Weather,Yielding,Cold,20,87,25,87214,8,513201.8300000001,0.16666666666666666,0.6333333333333333,0.6333333333333333,R. Santana Jr.,A. Delacour,5,2,4,2.8,34297.796,-121,0.0,0.5,108,1021,8,72.31,0.0,0,0,32,0,0,5,1
1200,40000.0,16,All Weather,Yielding,Cold,20,87,25,87214,6,257192.67,0.12,0.56,0.56,R. Bejarano,P. Miller,5,1,2,6.0,3141.3859999999995,-126,0.0,0.0,56,1021,10,71.65,0.0,0,0,30,29,0,5,1
1200,40000.0,16,All Weather,Yielding,Cold,20,87,25,87214,2,581233.42,0.25925925925925924,0.5925925925925926,0.5925925925925926,E. Cancel,S. Asmussen,5,1,4,3.2,38308.83,-117,0.0,0.0,75,1021,13,75.81,0.0,0,0,6,33,0,5,1
1200,40000.0,16,All Weather,Yielding,Cold,20,87,25,87214,4,505252.69999999995,0.32,0.8,0.8,D. Van Dyke,K. McPeek,5,4,5,1.2,44295.842000000004,-128,0.0,1.0,171,1021,4,71.16,2000.0,0,0,5,24,0,5,1
1200,40000.0,16,All Weather,Yielding,Cold,20,87,25,87214,5,639610.33,0.20689655172413793,0.6551724137931034,0.6551724137931034,C. Lopez,J. Sadler,5,1,2,5.6,37396.792,-134,0.0,0.0,174,1021,7,72.8,0.0,0,0,2,19,0,5,1
1200,40000.0,16,All Weather,Yielding,Cold,20,87,25,87214,6,236848.11000000002,0.24,0.72,0.72,F. Geroux,G. Motion,5,2,2,6.0,4364.198,-132,0.5,0.0,71,1021,9,73.83,0.0,0,0,8,15,0,5,1
1200,40000.0,16,All Weather,Yielding,Cold,20,87,25,87214,4,268187.68999999994,0.2777777777777778,0.7777777777777778,0.7777777777777778,D. Van Dyke,I. Wilkes,5,1,4,3.2,6203.08,-130,0.0,0.3333333333333333,187,1021,2,70.78,8000.0,0,1,5,18,0,5,1
1200,40000.0,16,All Weather,Yielding,Cold,20,87,25,87214,4,485267.80000000005,0.42857142857142855,0.8571428571428571,0.8571428571428571,J. Bravo,P. Miller,5,2,5,2.0,14476.34,-136,0.3333333333333333,0.0,13,1021,11,73.63,0.0,0,0,13,29,0,5,1
1200,40000.0,16,All Weather,Yielding,Cold,20,87,25,87214,5,520506.06,0.25,0.78125,0.78125,J. Lezcano,R. Rodriguez,5,1,4,2.8,15972.353999999998,-136,0.5,0.0,100,1021,6,71.27,800.0,0,0,15,32,0,5,1
1200,40000.0,16,All Weather,Yielding,Cold,20,87,25,87214,6,394868.1,0.0,0.4090909090909091,0.4090909090909091,C. Lopez,M. Casse,5,0,1,7.8,5669.163999999999,-135,0.0,0.0,55,1021,12,74.45,0.0,0,0,2,26,0,5,1
1200,40000.0,16,All Weather,Yielding,Cold,20,87,25,87214,2,318318.9,0.047619047619047616,0.47619047619047616,0.47619047619047616,C. Nakatani,J. Sharp,5,0,3,3.8,11410.083999999999,-128,0.0,0.0,83,1021,14,73.09,0.0,0,0,3,20,0,5,1
1200,40000.0,16,All Weather,Yielding,Cold,20,87,25,87214,5,233074.07,0.14285714285714285,0.42857142857142855,0.42857142857142855,L. Reyes,B. Baffert,5,0,1,8.6,835.906,-21,0.0,0.0,99,1022,14,75.95,0.0,0,0,23,3,0,5,1
1200,40000.0,16,All Weather,Yielding,Cold,20,87,25,87214,4,216531.51000000004,0.0,0.4838709677419355,0.4838709677419355,G. Stevens,B. Baffert,5,0,2,6.6,6551.3099999999995,-22,0.0,0.0,82,1022,9,75.2,0.0,0,0,9,3,0,5,1
1200,40000.0,16,All Weather,Yielding,Cold,20,87,25,87214,6,320224.92000000004,0.17857142857142858,0.7142857142857143,0.7142857142857143,J. Velazquez,R. Rodriguez,5,1,5,2.6,18438.773999999998,-29,0.0,0.0,125,1022,2,71.86,8000.0,0,1,18,32,0,5,1
1200,40000.0,16,All Weather,Yielding,Cold,20,87,25,87214,5,364874.5900000001,0.23333333333333334,0.6,0.6,C. Lopez,K. McPeek,5,1,4,3.4,9942.050000000001,-32,0.0,0.25,45,1022,5,72.1,1200.0,0,0,2,24,0,5,1
1200,40000.0,16,All Weather,Yielding,Cold,20,87,25,87214,8,129872.98999999999,0.0,0.45,0.45,D. Van Dyke,T. Amoss,5,0,2,6.4,2621.8379999999997,-29,0.0,0.0,164,1022,12,74.99,0.0,0,0,5,34,0,5,1
1200,40000.0,16,All Weather,Yielding,Cold,20,87,25,87214,8,513201.8300000001,0.16666666666666666,0.6333333333333333,0.6333333333333333,R. Santana Jr.,A. Delacour,5,2,4,2.8,34297.796,-19,0.0,0.5,108,1022,3,72.33,4000.0,0,1,32,0,0,5,1
1200,40000.0,16,All Weather,Yielding,Cold,20,87,25,87214,6,257192.67,0.12,0.56,0.56,R. Bejarano,P. Miller,5,1,2,6.0,3141.3859999999995,-24,0.0,0.0,56,1022,6,72.72,800.0,0,0,30,29,0,5,1
1200,40000.0,16,All Weather,Yielding,Cold,20,87,25,87214,2,581233.42,0.25925925925925924,0.5925925925925926,0.5925925925925926,E. Cancel,S. Asmussen,5,1,4,3.2,38308.83,-15,0.0,0.0,75,1022,4,72.16,2000.0,0,0,6,33,0,5,1
1200,40000.0,16,All Weather,Yielding,Cold,20,87,25,87214,4,505252.69999999995,0.32,0.8,0.8,D. Van Dyke,K. McPeek,5,4,5,1.2,44295.842000000004,-26,0.0,1.0,171,1022,1,71.45,24000.0,1,1,5,24,0,5,1
1200,40000.0,16,All Weather,Yielding,Cold,20,87,25,87214,5,639610.33,0.20689655172413793,0.6551724137931034,0.6551724137931034,C. Lopez,J. Sadler,5,1,2,5.6,37396.792,-32,0.0,0.0,174,1022,7,73.87,0.0,0,0,2,19,0,5,1
1200,40000.0,16,All Weather,Yielding,Cold,20,87,25,87214,6,236848.11000000002,0.24,0.72,0.72,F. Geroux,G. Motion,5,2,2,6.0,4364.198,-30,0.5,0.0,71,1022,15,74.43,0.0,0,0,8,15,0,5,1
1200,40000.0,16,All Weather,Yielding,Cold,20,87,25,87214,4,268187.68999999994,0.2777777777777778,0.7777777777777778,0.7777777777777778,D. Van Dyke,I. Wilkes,5,1,4,3.2,6203.08,-28,0.0,0.3333333333333333,187,1022,8,72.37,0.0,0,0,5,18,0,5,1
1200,40000.0,16,All Weather,Yielding,Cold,20,87,25,87214,4,485267.80000000005,0.42857142857142855,0.8571428571428571,0.8571428571428571,J. Bravo,P. Miller,5,2,5,2.0,14476.34,-34,0.3333333333333333,0.0,13,1022,13,73.44,0.0,0,0,13,29,0,5,1
1200,40000.0,16,All Weather,Yielding,Cold,20,87,25,87214,5,520506.06,0.25,0.78125,0.78125,J. Lezcano,R. Rodriguez,5,1,4,2.8,15972.353999999998,-34,0.5,0.0,100,1022,11,74.62,0.0,0,0,15,32,0,5,1
1200,40000.0,16,All Weather,Yielding,Cold,20,87,25,87214,6,394868.1,0.0,0.4090909090909091,0.4090909090909091,C. Lopez,M. Casse,5,0,1,7.8,5669.163999999999,-33,0.0,0.0,55,1022,10,72.65,0.0,0,0,2,26,0,5,1
1200,40000.0,16,All Weather,Yielding,Cold,20,87,25,87214,2,318318.9,0.047619047619047616,0.47619047619047616,0.47619047619047616,C. Nakatani,J. Sharp,5,0,3,3.8,11410.083999999999,-26,0.0,0.0,83,1022,16,75.38,0.0,0,0,3,20,0,5,1
1600,70000.0,16,Dirt,Yielding,Overcast,20,57,25,306234,5,607003.01,0.2,0.42857142857142855,0.42857142857142855,C. Nakatani,P. Miller,5,1,4,3.8,9628.756000000001,11,0.0,0.0,27,1023,1,94.39,42000.0,1,1,3,29,1,5,6
1600,70000.0,16,Dirt,Yielding,Overcast,20,57,25,306234,2,609515.1699999999,0.3793103448275862,0.6551724137931034,0.6551724137931034,L. Saez,M. Hennig,5,1,4,2.8,4992.878,-2,0.0,0.0,29,1023,5,95.22,2100.0,0,0,24,27,1,5,6
1600,70000.0,16,Dirt,Yielding,Overcast,20,57,25,306234,2,215682.33,0.07692307692307693,0.5384615384615384,0.5384615384615384,K. Carmouche,T. Pletcher,5,0,1,6.0,1792.5639999999996,-2,0.0,0.0,102,1023,7,97.04,0.0,0,0,19,35,1,5,6
1600,70000.0,16,Dirt,Yielding,Overcast,20,57,25,306234,8,276728.37,0.047619047619047616,0.47619047619047616,0.47619047619047616,E. Cancel,B. Cox,5,0,1,9.6,1533.1119999999999,-3,0.0,0.0,64,1023,4,94.91,3500.0,0,0,6,4,1,5,6
1600,70000.0,16,Dirt,Yielding,Overcast,20,57,25,306234,7,640668.46,0.25,0.4642857142857143,0.4642857142857143,C. Nakatani,D. Romans,5,0,2,4.2,7915.304000000001,-2,0.0,0.0,153,1023,16,101.65,0.0,0,0,3,10,1,5,6
1600,70000.0,16,Dirt,Yielding,Overcast,20,57,25,306234,6,648777.6399999999,0.17857142857142858,0.6428571428571429,0.6428571428571429,J. Castellano,M. Stidham,5,0,3,5.4,11894.92,2,0.0,0.0,41,1023,13,100.06,0.0,0,0,14,28,1,5,6
1600,70000.0,16,Dirt,Yielding,Overcast,20,57,25,306234,4,191309.05000000002,0.16666666666666666,0.5,0.5,L. Saez,G. Lewis,5,0,1,9.6,1428.6100000000001,0,0.0,0.0,148,1023,8,96.69,0.0,0,0,24,14,1,5,6
1600,70000.0,16,Dirt,Yielding,Overcast,20,57,25,306234,5,233074.07,0.14285714285714285,0.42857142857142855,0.42857142857142855,L. Reyes,B. Baffert,5,0,1,8.6,835.906,10,0.0,0.0,99,1023,9,96.99,0.0,0,0,23,3,1,5,6
1600,70000.0,16,Dirt,Yielding,Overcast,20,57,25,306234,3,668552.1300000001,0.2727272727272727,0.5454545454545454,0.5454545454545454,C. Nakatani,I. Wilkes,5,3,4,3.8,15725.892000000002,7,0.6666666666666666,1.0,199,1023,2,94.82,14000.0,0,1,3,18,1,5,6
1600,70000.0,16,Dirt,Yielding,Overcast,20,57,25,306234,7,691595.7000000001,0.25,0.575,0.575,J. Bravo,R. Mandella,5,0,2,5.0,4488.798,4,0.0,0.0,159,1023,10,97.06,0.0,0,0,13,31,1,5,6
1600,70000.0,16,Dirt,Yielding,Overcast,20,57,25,306234,6,399659.50999999995,0.08571428571428572,0.42857142857142855,0.42857142857142855,L. Davis,R. Atras,5,0,2,6.6,1480.3039999999999,2,0.0,0.0,104,1023,12,96.35,0.0,0,0,21,30,1,5,6
1600,70000.0,16,Dirt,Yielding,Overcast,20,57,25,306234,3,233421.02999999997,0.1,0.55,0.55,G. Stevens,G. Motion,5,0,3,6.2,4257.656,8,0.0,0.0,124,1023,15,98.82,0.0,0,0,9,15,1,5,6
1600,70000.0,16,Dirt,Yielding,Overcast,20,57,25,306234,2,346974.29000000004,0.09090909090909091,0.45454545454545453,0.45454545454545453,J. Velazquez,G. Motion,5,0,2,7.0,4949.494,5,0.0,0.0,144,1023,11,97.12,0.0,0,0,18,15,1,5,6
1600,70000.0,16,Dirt,Yielding,Overcast,20,57,25,306234,2,336600.24,0.125,0.5833333333333334,0.5833333333333334,M. Mena,D. Romans,5,0,3,4.6,6301.556,-1,0.0,0.0,52,1023,3,94.78,7000.0,0,1,27,10,1,5,6
1600,70000.0,16,Dirt,Yielding,Overcast,20,57,25,306234,3,818503.0700000001,0.3125,0.625,0.625,F. Geroux,K. McPeek,5,3,3,5.0,29607.212,5,0.0,0.5,67,1023,6,95.15,1400.0,0,0,8,24,1,5,6
1600,70000.0,16,Dirt,Yielding,Overcast,20,57,25,306234,6,362050.9100000001,0.21428571428571427,0.5714285714285714,0.5714285714285714,K. Carmouche,M. Stidham,5,1,1,6.6,3771.012,9,0.0,0.5,24,1023,14,97.42,0.0,0,0,19,28,1,5,6
1600,70000.0,16,Dirt,Yielding,Overcast,20,57,25,306234,5,607003.01,0.2,0.42857142857142855,0.42857142857142855,C. Nakatani,P. Miller,5,1,4,3.8,9628.756000000001,-56,0.0,0.0,27,1024,10,99.43,0.0,0,0,3,29,1,5,6
1600,70000.0,16,Dirt,Yielding,Overcast,20,57,25,306234,2,609515.1699999999,0.3793103448275862,0.6551724137931034,0.6551724137931034,L. Saez,M. Hennig,5,1,4,2.8,4992.878,-69,0.0,0.0,29,1024,1,95.38,42000.0,1,1,24,27,1,5,6
1600,70000.0,16,Dirt,Yielding,Overcast,20,57,25,306234,2,215682.33,0.07692307692307693,0.5384615384615384,0.5384615384615384,K. Carmouche,T. Pletcher,5,0,1,6.0,1792.5639999999996,-69,0.0,0.0,102,1024,7,97.34,0.0,0,0,19,35,1,5,6
1600,70000.0,16,Dirt,Yielding,Overcast,20,57,25,306234,8,276728.37,0.047619047619047616,0.47619047619047616,0.47619047619047616,E. Cancel,B. Cox,5,0,1,9.6,1533.1119999999999,-70,0.0,0.0,64,1024,16,99.8,0.0,0,0,6,4,1,5,6
1600,70000.0,16,Dirt,Yielding,Overcast,20,57,25,306234,7,640668.46,0.25,0.4642857142857143,0.4642857142857143,C. Nakatani,D. Romans,5,0,2,4.2,7915.304000000001,-69,0.0,0.0,153,1024,12,100.1,0.0,0,0,3,10,1,5,6
1600,70000.0,16,Dirt,Yielding,Overcast,20,57,25,306234,6,648777.6399999999,0.17857142857142858,0.6428571428571429,0.6428571428571429,J. Castellano,M. Stidham,5,0,3,5.4,11894.92,-65,0.0,0.0,41,1024,2,95.53,14000.0,0,1,14,28,1,5,6
